case,hyperparameters,num_trading_days,pct_trading_days,num_positive_returns,pct_positive_returns,mean,std,min,median,max,skew,kurtosis,t_statistic,p_value
cluster_2,"(5, 50, 2, 0.4, -2, -0.4)",378.2,0.416979052,188,0.496922366,0.000426522,0.016619429,-0.080852969,-0.00000149,0.095729511,0.310582272,6.978878843,1.142544746,0.286277907
cluster_3,"(5, 50, 2, 0.4, -2, -0.4)",377.4,0.416097023,190.8,0.505393311,0.001201715,0.020349839,-0.122033796,0.000333789,0.11457334,0.152099129,9.83603501,-0.960221664,0.370822355
cluster_4,"(5, 50, 2, 0.4, -2, -0.4)",349,0.384785006,190,0.547406551,0.001166092,0.01930662,-0.091654694,0.001306996,0.095818406,0.21561079,6.574844479,-0.724084354,0.489706787
cluster_5,"(5, 50, 2, 0.4, -2, -0.4)",343.8,0.379051819,180.8,0.526941581,0.00169118,0.022069118,-0.083887584,0.001208407,0.177622643,1.742581834,16.10068861,-1.376044424,0.216403867
cluster_0,"(5, 50, 2, 0.5, -2, -0.5)",347,0.382579934,184.8,0.537982732,0.001485286,0.020671994,-0.082055652,0.001129192,0.107166944,0.385368912,5.447547379,-1.372799102,0.231607676
cluster_1,"(5, 50, 2, 0.5, -2, -0.5)",312.6,0.344652701,166.2,0.536696125,0.001720859,0.019015483,-0.075081477,0.001318603,0.094435512,0.407536772,4.31078998,-1.397447686,0.228872699
cluster_2,"(5, 50, 2, 0.5, -2, -0.5)",350.2,0.386108049,176.6,0.504460321,0.000616883,0.016510037,-0.078180643,0.000234603,0.095729511,0.350577432,6.903615979,0.710707227,0.504081064
cluster_3,"(5, 50, 2, 0.5, -2, -0.5)",356.4,0.392943771,180.4,0.506299661,0.001261382,0.020436684,-0.122033796,0.000246194,0.11442067,0.145457652,9.872373389,-1.688817409,0.136663069
cluster_4,"(5, 50, 2, 0.5, -2, -0.5)",335.8,0.370231533,182.2,0.546567884,0.001154201,0.019504643,-0.091654694,0.00122784,0.095818406,0.218669216,6.584144825,-1.023135994,0.347483212
cluster_5,"(5, 50, 2, 0.5, -2, -0.5)",317.6,0.35016538,167.4,0.528565856,0.001700627,0.022117274,-0.083887584,0.001283307,0.177622643,1.835352382,17.09030844,-1.599863105,0.176462645
cluster_0,"(5, 150, 2, 0, -2, 0)",412.2,0.583026874,206.2,0.500198162,0.000212402,0.020787553,-0.133384387,-0.0000197,0.091531374,-0.346266307,7.188693906,1.54843176,0.17389273
cluster_1,"(5, 150, 2, 0, -2, 0)",462.6,0.654314003,239.4,0.517549155,0.000728074,0.019476327,-0.094667044,0.000568732,0.107064998,0.12500808,5.113445655,0.163264309,0.874375407
cluster_2,"(5, 150, 2, 0, -2, 0)",365.8,0.517397454,183.6,0.501354128,0.000635434,0.016423988,-0.083955656,0.000120581,0.084578582,0.154610145,6.062694647,0.257107816,0.807588127
cluster_3,"(5, 150, 2, 0, -2, 0)",397.8,0.562659123,207.6,0.522253136,0.001075512,0.019031097,-0.079897275,0.000942122,0.097605912,0.404774171,4.746115234,-0.562807998,0.599383255
cluster_4,"(5, 150, 2, 0, -2, 0)",357.6,0.505799151,181.2,0.50848196,0.000680968,0.02032072,-0.086295128,0.000299623,0.095349441,0.070233339,3.944363419,0.176076342,0.867138193
cluster_5,"(5, 150, 2, 0, -2, 0)",367.6,0.519943423,183,0.502115624,0.000969307,0.022130831,-0.105847189,-0.000261687,0.171245464,1.582818294,17.66184492,-0.380552783,0.72002196
cluster_0,"(5, 150, 2, 0.1, -2, -0.1)",388,0.548797737,194.8,0.503450177,0.000275074,0.021139051,-0.133384387,0.0000196,0.091531374,-0.367428388,7.119220251,1.135758218,0.304710169
cluster_1,"(5, 150, 2, 0.1, -2, -0.1)",443,0.626591231,229,0.517130983,0.000787588,0.019093808,-0.081782607,0.000497028,0.102602663,0.209554424,3.977975751,-0.207666484,0.840682488
cluster_2,"(5, 150, 2, 0.1, -2, -0.1)",361.2,0.510891089,180.6,0.499468386,0.000558859,0.016408421,-0.083955656,0.0000209,0.084578582,0.135711774,6.156442907,0.352165926,0.739679561
cluster_3,"(5, 150, 2, 0.1, -2, -0.1)",387.2,0.547666195,201,0.519316372,0.001041165,0.019243959,-0.079897275,0.000870435,0.097605912,0.398421937,4.662890492,-0.519684185,0.627183
cluster_4,"(5, 150, 2, 0.1, -2, -0.1)",348.4,0.492786421,176.4,0.50762373,0.000687496,0.020299472,-0.086295128,0.000335336,0.095349441,0.081314622,4.058228453,0.114074588,0.913643717
cluster_5,"(5, 150, 2, 0.1, -2, -0.1)",354.6,0.50155587,175.8,0.501163421,0.000888643,0.0221718,-0.105847189,-0.000310783,0.171245464,1.518225149,17.36556115,-0.252326133,0.811652327
cluster_0,"(5, 150, 2, 0.2, -2, -0.2)",377.8,0.53437058,188.4,0.499936235,0.000246148,0.021294115,-0.133384387,-0.0000397,0.091531374,-0.366370869,7.116416314,1.216305969,0.270525837
cluster_1,"(5, 150, 2, 0.2, -2, -0.2)",434.2,0.614144272,223.8,0.515434545,0.000748383,0.019071185,-0.081782607,0.000473083,0.102602663,0.166158812,3.957479585,0.007642401,0.994089448
cluster_2,"(5, 150, 2, 0.2, -2, -0.2)",337.2,0.476944837,169,0.5014169,0.000721023,0.016470935,-0.083955656,0.000109665,0.084578582,0.146082517,6.633547743,0.057351054,0.956415793
cluster_3,"(5, 150, 2, 0.2, -2, -0.2)",377.8,0.53437058,195.4,0.517864298,0.000925652,0.019024868,-0.079897275,0.000784088,0.087491765,0.224654122,3.688679067,-0.294030734,0.780924085
cluster_4,"(5, 150, 2, 0.2, -2, -0.2)",324,0.458274399,165.4,0.51119467,0.000992168,0.019635425,-0.081317744,0.000455066,0.095349441,0.245013041,4.574465786,-0.473207738,0.655351269
cluster_5,"(5, 150, 2, 0.2, -2, -0.2)",349.2,0.493917963,172.8,0.500579927,0.000752999,0.021749255,-0.105847189,-0.000355343,0.16052363,1.239072898,14.93978623,-0.004544486,0.996553166
cluster_0,"(5, 150, 2, 0.3, -2, -0.3)",356.6,0.504384724,177.4,0.499296989,0.000242536,0.021524226,-0.133384387,-0.0000732,0.091531374,-0.370329335,7.132940344,1.012225268,0.354718372
cluster_1,"(5, 150, 2, 0.3, -2, -0.3)",421,0.595473833,216.6,0.514219736,0.000653897,0.01909369,-0.081782607,0.000449776,0.102602663,0.17730246,4.038399297,0.134120173,0.896630674
cluster_2,"(5, 150, 2, 0.3, -2, -0.3)",323.4,0.457425743,162,0.501058798,0.00077111,0.01643994,-0.083955656,0.000145395,0.084578582,0.14343814,7.193662216,-0.172444173,0.869792873
cluster_3,"(5, 150, 2, 0.3, -2, -0.3)",364.4,0.515417256,187.8,0.516093392,0.000837567,0.018683981,-0.079897275,0.000717937,0.087491765,0.242932553,4.010375605,-0.267239883,0.800432062
cluster_4,"(5, 150, 2, 0.3, -2, -0.3)",318,0.449787836,161.8,0.509313228,0.000859338,0.019605819,-0.081317744,0.000372979,0.095349441,0.24479048,4.658081188,-0.333257535,0.752617831
cluster_5,"(5, 150, 2, 0.3, -2, -0.3)",339.6,0.480339463,167,0.497721042,0.000772183,0.021801867,-0.105847189,-0.0004464,0.16052363,1.332759209,15.13188223,-0.153249038,0.884450616
cluster_0,"(5, 150, 2, 0.4, -2, -0.4)",334.8,0.473550212,166.6,0.498582916,0.000232256,0.021720794,-0.133384387,-0.000173109,0.091531374,-0.366858865,7.121654666,1.083663872,0.325464437
cluster_1,"(5, 150, 2, 0.4, -2, -0.4)",399.4,0.564922207,205.4,0.51482698,0.000664926,0.019174544,-0.081585871,0.000494955,0.102602663,0.20097231,4.101370432,0.070627733,0.945434935
cluster_2,"(5, 150, 2, 0.4, -2, -0.4)",306.6,0.433663366,153.4,0.500187261,0.000830482,0.016571391,-0.083955656,0.000137756,0.084578582,0.155311506,7.128203101,-0.330738953,0.754098661
cluster_3,"(5, 150, 2, 0.4, -2, -0.4)",351.8,0.497595474,180,0.512631053,0.00082332,0.018751317,-0.079897275,0.000637235,0.087491765,0.283065299,4.120506116,-0.250309773,0.813037017
cluster_4,"(5, 150, 2, 0.4, -2, -0.4)",309.6,0.437906648,157.2,0.508195498,0.000808993,0.019628494,-0.08130012,0.000300599,0.095349441,0.271078473,4.713249881,-0.239237408,0.820928673
cluster_5,"(5, 150, 2, 0.4, -2, -0.4)",325,0.459688826,161.2,0.501322144,0.000895011,0.021666113,-0.090293397,-0.000357789,0.16052363,1.509238145,14.42601956,-0.422533987,0.690793012
cluster_0,"(5, 150, 2, 0.5, -2, -0.5)",310.8,0.43960396,155.4,0.501411909,0.000277681,0.022037513,-0.133384387,0.00002,0.091531374,-0.396976023,7.170884986,0.872038574,0.419236558
cluster_1,"(5, 150, 2, 0.5, -2, -0.5)",379.6,0.536916549,196,0.517245113,0.00063612,0.019292417,-0.081585871,0.000538653,0.102602663,0.161396166,3.952376685,-0.095041259,0.926619669
cluster_2,"(5, 150, 2, 0.5, -2, -0.5)",298,0.421499293,148,0.49655292,0.000757274,0.016601608,-0.083955656,-0.0000248,0.084578582,0.161312807,7.163245953,-0.322633719,0.759634825
cluster_3,"(5, 150, 2, 0.5, -2, -0.5)",332.2,0.469872702,170.8,0.51489255,0.000987325,0.018613284,-0.079897275,0.000720151,0.087491765,0.284720536,4.392997468,-0.5526293,0.607009859
cluster_4,"(5, 150, 2, 0.5, -2, -0.5)",305.6,0.432248939,155,0.507590819,0.000771593,0.019637017,-0.08130012,0.000247357,0.095349441,0.277951792,4.753600942,-0.300690804,0.776215045
cluster_5,"(5, 150, 2, 0.5, -2, -0.5)",318.6,0.450636492,157.8,0.501274743,0.000831644,0.021737108,-0.090293397,-0.000370762,0.16052363,1.500879725,14.5156903,-0.425296213,0.688832212
cluster_0,"(5, 200, 2, 0, -2, 0)",345.4,0.569028007,171.8,0.500404775,0.000489653,0.021969538,-0.133384387,0.0000451,0.091531374,-0.346839043,6.701469973,1.20785414,0.263833602
cluster_1,"(5, 200, 2, 0, -2, 0)",375.8,0.619110379,199,0.532582496,0.001445326,0.020308903,-0.081782607,0.00121423,0.103588626,0.328227122,4.162336649,-1.439547316,0.204811643
cluster_2,"(5, 200, 2, 0, -2, 0)",276.4,0.455354201,144.2,0.521397709,0.000978261,0.017735447,-0.076335539,0.000752851,0.094059313,0.359647468,6.40457625,-0.026784059,0.979503186
cluster_3,"(5, 200, 2, 0, -2, 0)",348,0.573311367,182.4,0.52526892,0.001205901,0.02107051,-0.088980764,0.000977774,0.112756488,0.624621973,8.954313378,-0.342008762,0.744540535
cluster_4,"(5, 200, 2, 0, -2, 0)",381.6,0.628665568,190.6,0.506988112,0.000653551,0.021163831,-0.086681174,0.000184346,0.114031963,0.212934387,4.186195057,0.466273762,0.657204338
cluster_5,"(5, 200, 2, 0, -2, 0)",360.4,0.593739703,180.4,0.503476065,0.000851274,0.022846945,-0.11939867,-0.000152052,0.171245464,1.304884635,16.54302146,0.237262491,0.818466274
cluster_0,"(5, 200, 2, 0.1, -2, -0.1)",336.8,0.554859967,167,0.499118915,0.000399199,0.022029457,-0.133384387,-0.0000442,0.091531374,-0.358116687,6.714647987,1.59200243,0.161062599
cluster_1,"(5, 200, 2, 0.1, -2, -0.1)",361.4,0.59538715,192,0.533365708,0.001469015,0.02053867,-0.081782607,0.001195668,0.103588626,0.32625175,4.112344431,-0.629751766,0.558964837
cluster_2,"(5, 200, 2, 0.1, -2, -0.1)",272.6,0.449093904,141.6,0.51911567,0.000942142,0.017788138,-0.076335539,0.000696382,0.094059313,0.375071946,6.388557513,0.329538129,0.751014235
cluster_3,"(5, 200, 2, 0.1, -2, -0.1)",343.6,0.566062603,179.4,0.523193277,0.001146804,0.021061591,-0.088980764,0.000903465,0.112756488,0.622693008,9.138929794,0.048711695,0.962546212
cluster_4,"(5, 200, 2, 0.1, -2, -0.1)",343.6,0.566062603,173,0.509259698,0.000738865,0.021615225,-0.086681174,0.000341886,0.114031963,0.195446918,4.118966944,0.630486834,0.547035291
cluster_5,"(5, 200, 2, 0.1, -2, -0.1)",335.8,0.553212521,168.8,0.505085775,0.000993826,0.023214967,-0.11939867,-0.0000994,0.171245464,1.337882073,16.02448699,0.363739055,0.726605961
cluster_0,"(5, 200, 2, 0.2, -2, -0.2)",332,0.546952224,164,0.497458048,0.000418242,0.022067208,-0.133384387,-0.0000972,0.091531374,-0.347800399,6.749866425,1.518946427,0.175365899
cluster_1,"(5, 200, 2, 0.2, -2, -0.2)",356,0.586490939,189,0.533380809,0.001506068,0.020574152,-0.081782607,0.001189223,0.103588626,0.333859314,4.124065517,-0.899175361,0.413917389
cluster_2,"(5, 200, 2, 0.2, -2, -0.2)",256,0.421746293,132.8,0.517923311,0.001018861,0.018046332,-0.076335539,0.000659687,0.094059313,0.372136408,6.286959035,0.147344292,0.887236843
cluster_3,"(5, 200, 2, 0.2, -2, -0.2)",341.2,0.562108731,178.2,0.523523601,0.001277776,0.020659491,-0.078010701,0.000927612,0.112756488,0.878392942,8.441782531,-0.193645002,0.852128907
cluster_4,"(5, 200, 2, 0.2, -2, -0.2)",338,0.556836903,169.4,0.506845179,0.000658829,0.021696788,-0.086681174,0.000110324,0.114031963,0.212951308,4.129271395,0.729898586,0.487335907
cluster_5,"(5, 200, 2, 0.2, -2, -0.2)",326.6,0.538056013,163.6,0.503492766,0.000957389,0.023400556,-0.11939867,-0.000163452,0.171245464,1.345515496,15.84659191,0.342727768,0.7411494
cluster_0,"(5, 200, 2, 0.3, -2, -0.3)",327.2,0.539044481,160.8,0.494335381,0.000366578,0.022125828,-0.133384387,-0.000158286,0.091531374,-0.360188689,6.759104062,1.59510808,0.157882244
cluster_1,"(5, 200, 2, 0.3, -2, -0.3)",343.4,0.565733114,182.8,0.534477543,0.001524023,0.020431671,-0.081782607,0.001196671,0.097962211,0.208907781,3.349015547,-1.113957349,0.321587429
cluster_2,"(5, 200, 2, 0.3, -2, -0.3)",252.6,0.416144975,131,0.519440217,0.001227333,0.017903696,-0.073571824,0.000699835,0.094059313,0.485335457,6.657145664,-0.155566048,0.881850351
cluster_3,"(5, 200, 2, 0.3, -2, -0.3)",330.6,0.544645799,172.4,0.523113062,0.001183693,0.019937013,-0.078010701,0.000891426,0.09613574,0.387941752,4.124291922,-0.127360941,0.902665762
cluster_4,"(5, 200, 2, 0.3, -2, -0.3)",329.6,0.542998353,166,0.508575374,0.000671509,0.021673026,-0.086681174,0.000110669,0.114031963,0.207751185,4.241103795,0.64429287,0.53867666
cluster_5,"(5, 200, 2, 0.3, -2, -0.3)",309,0.509060956,154,0.499994943,0.00083441,0.023155693,-0.105406412,-0.000322435,0.171245464,1.641185411,17.74982781,0.477984595,0.645591668
cluster_0,"(5, 200, 2, 0.4, -2, -0.4)",309.8,0.510378913,153,0.49750087,0.000432282,0.022394766,-0.133384387,-0.0000155,0.091531374,-0.374920345,6.789554662,1.149057315,0.287035725
cluster_1,"(5, 200, 2, 0.4, -2, -0.4)",312,0.514003295,166,0.534356636,0.001489467,0.020335245,-0.081782607,0.001208638,0.096413427,0.184498459,3.643482527,-1.274750247,0.266639712
cluster_2,"(5, 200, 2, 0.4, -2, -0.4)",245.6,0.40461285,126.6,0.516382614,0.001095162,0.01775989,-0.073571824,0.000502956,0.085892749,0.361266052,6.095002193,-0.119550656,0.909014929
cluster_3,"(5, 200, 2, 0.4, -2, -0.4)",316.6,0.521581549,165.2,0.524132072,0.001256269,0.019737037,-0.078010701,0.00090462,0.086021593,0.264446608,3.323936368,-0.298746651,0.775743273
cluster_4,"(5, 200, 2, 0.4, -2, -0.4)",300,0.494233937,153,0.513253806,0.000773029,0.022175372,-0.086681174,0.000328405,0.114031963,0.210493208,4.111462692,0.337819412,0.744580108
cluster_5,"(5, 200, 2, 0.4, -2, -0.4)",299.2,0.49291598,148.6,0.499986461,0.000883751,0.023456034,-0.105406412,-0.000346924,0.171245464,1.635893791,17.37569249,0.175591948,0.864987519
cluster_0,"(5, 200, 2, 0.5, -2, -0.5)",304.8,0.50214168,149.8,0.494798595,0.000364432,0.022463639,-0.133384387,-0.000163339,0.091531374,-0.369185884,6.781750689,1.728397173,0.124646147
cluster_1,"(5, 200, 2, 0.5, -2, -0.5)",301,0.495881384,161,0.537259711,0.001521061,0.020394543,-0.081782607,0.001228022,0.096413427,0.191074798,3.698530325,-1.10834108,0.322919593
cluster_2,"(5, 200, 2, 0.5, -2, -0.5)",227.6,0.374958814,118.4,0.519794659,0.001238963,0.017867918,-0.073571824,0.000633912,0.085892749,0.385106639,6.292963023,-0.149526197,0.886130959
cluster_3,"(5, 200, 2, 0.5, -2, -0.5)",289.2,0.476441516,152,0.526507549,0.001398602,0.019817219,-0.078010701,0.000976757,0.086021593,0.279724674,3.527312819,-0.322905044,0.758627039
cluster_4,"(5, 200, 2, 0.5, -2, -0.5)",289.8,0.477429984,148.2,0.515136745,0.000834209,0.022334478,-0.086681174,0.000566611,0.114031963,0.2312513,4.065473661,0.519004078,0.618455982
cluster_5,"(5, 200, 2, 0.5, -2, -0.5)",286.2,0.471499176,142.6,0.502322051,0.000955025,0.023570572,-0.105406412,-0.000247803,0.171245464,1.639655635,17.64408984,0.280722837,0.78677131
cluster_0,"(10, 50, 2, 0, -2, 0)",446.9,0.492723264,234.4,0.525807559,0.001287913,0.020528974,-0.098078614,0.000840745,0.11244812,0.299062052,6.777152646,-3.0848879,0.006481518
cluster_1,"(10, 50, 2, 0, -2, 0)",436.4,0.481146637,228.3,0.525467717,0.00154209,0.021046248,-0.100329873,0.001090765,0.126219175,0.557262312,6.839638545,-2.381087362,0.033348765
cluster_2,"(10, 50, 2, 0, -2, 0)",455.8,0.502535832,229.7,0.503665449,0.000650384,0.019096989,-0.091721731,0.000182948,0.129968496,0.656773365,8.395536367,-0.309085034,0.761378338
cluster_3,"(10, 50, 2, 0, -2, 0)",464.3,0.511907387,232.7,0.501658063,0.001092334,0.023598511,-0.12720878,0.000112852,0.154811172,0.574484716,9.38431773,-1.800315898,0.089991013
cluster_4,"(10, 50, 2, 0, -2, 0)",419.7,0.462734289,224.4,0.535917966,0.001516595,0.021091088,-0.120662047,0.001339103,0.123291108,0.199839077,8.569368801,-1.797817164,0.099107816
cluster_5,"(10, 50, 2, 0, -2, 0)",421.3,0.464498346,219.7,0.521515357,0.001265046,0.020559636,-0.088248012,0.000785724,0.150779676,1.253971422,12.95520802,-2.371497312,0.030093766
cluster_0,"(10, 50, 2, 0.1, -2, -0.1)",427.9,0.471775083,223.8,0.524592915,0.00123387,0.020624596,-0.098078614,0.000809986,0.111776904,0.297153776,6.864749766,-2.690964512,0.015567946
cluster_1,"(10, 50, 2, 0.1, -2, -0.1)",423.6,0.467034179,221.4,0.525122162,0.001496072,0.020916627,-0.100329873,0.00102398,0.11832791,0.434072394,5.928395515,-2.132856918,0.052174906
cluster_2,"(10, 50, 2, 0.1, -2, -0.1)",440.2,0.485336273,221.3,0.50260344,0.000580393,0.018822181,-0.089526,0.000136729,0.118353144,0.574383472,7.214977523,0.024817218,0.980482487
cluster_3,"(10, 50, 2, 0.1, -2, -0.1)",443,0.488423374,222.7,0.503047458,0.001174938,0.023630113,-0.12720878,0.000160291,0.154811172,0.586917251,9.465056313,-2.00933492,0.060068693
cluster_4,"(10, 50, 2, 0.1, -2, -0.1)",401.6,0.44277839,215.6,0.538694808,0.001519907,0.021251333,-0.120450043,0.001391678,0.123291108,0.211305734,8.597878738,-1.738048196,0.108737902
cluster_5,"(10, 50, 2, 0.1, -2, -0.1)",403.7,0.445093716,210.5,0.521661545,0.001293661,0.020667693,-0.088248012,0.000842247,0.150779676,1.271994709,13.21940295,-2.101500283,0.05179219
cluster_0,"(10, 50, 2, 0.2, -2, -0.2)",407.9,0.449724366,213,0.523871681,0.001205435,0.020679946,-0.098078614,0.000770841,0.111776904,0.313654227,7.066710003,-2.88218677,0.01001674
cluster_1,"(10, 50, 2, 0.2, -2, -0.2)",406.3,0.447960309,212,0.523982528,0.001479698,0.020994039,-0.096313177,0.000921439,0.11832791,0.487132813,5.86620614,-2.530982315,0.024270826
cluster_2,"(10, 50, 2, 0.2, -2, -0.2)",417,0.459757442,210.4,0.50461449,0.000729636,0.018735811,-0.089526,0.000217347,0.118264512,0.59625908,7.259163798,-0.672727698,0.510880871
cluster_3,"(10, 50, 2, 0.2, -2, -0.2)",424.5,0.468026461,213,0.502131316,0.001180588,0.023638809,-0.12720878,0.000169858,0.154811172,0.564643847,9.871684428,-2.38548563,0.028633657
cluster_4,"(10, 50, 2, 0.2, -2, -0.2)",373.6,0.411907387,202.4,0.542996301,0.001737635,0.021432531,-0.120450043,0.001548696,0.123291108,0.230469726,8.78260368,-2.533578186,0.026521868
cluster_5,"(10, 50, 2, 0.2, -2, -0.2)",387.7,0.427453142,202.1,0.521619756,0.001267572,0.020502937,-0.087636329,0.000882059,0.148745944,1.21652704,12.84151325,-2.275540738,0.037595095
cluster_0,"(10, 50, 2, 0.3, -2, -0.3)",389.7,0.429658214,204.3,0.526429358,0.001285538,0.020737236,-0.096782525,0.000789653,0.111776904,0.337596872,7.057816939,-2.393462452,0.028018492
cluster_1,"(10, 50, 2, 0.3, -2, -0.3)",390.4,0.430429989,203.9,0.525438068,0.001460065,0.020994821,-0.096203561,0.000990443,0.11832791,0.472833868,5.845758739,-2.201044472,0.044794959
cluster_2,"(10, 50, 2, 0.3, -2, -0.3)",401.3,0.44244763,201.7,0.502449008,0.000649418,0.018779601,-0.089526,0.000105672,0.118264512,0.598456229,7.371738998,-0.348114794,0.731915516
cluster_3,"(10, 50, 2, 0.3, -2, -0.3)",402.6,0.443880926,201.6,0.500933501,0.001216111,0.023752934,-0.124843054,0.000152479,0.154811172,0.576379368,10.11131797,-2.417571939,0.026513138
cluster_4,"(10, 50, 2, 0.3, -2, -0.3)",347.8,0.383461963,189.3,0.546801653,0.001963941,0.021400948,-0.114699569,0.001632559,0.118277265,0.258757167,8.579795877,-2.433925172,0.032353371
cluster_5,"(10, 50, 2, 0.3, -2, -0.3)",367.4,0.405071665,191.7,0.522365576,0.001347433,0.020649504,-0.087636329,0.00087949,0.148745944,1.217852674,12.75057923,-2.399832992,0.028236656
