case,hyperparameters,num_trading_days,pct_trading_days,num_positive_returns,pct_positive_returns,mean,std,min,median,max,skew,kurtosis
baseline,"(70, 150, 2, 0, -2, 0)",393.1142857,0.556031522,202.1,0.514992404,0.00052275,0.019339062,-0.095037254,0.000507349,0.102018553,0.166170057,7.157207135
baseline,"(70, 150, 2, 0.1, -2, -0.1)",378.2285714,0.534976763,194.8,0.516351648,0.000580981,0.019397694,-0.093759798,0.000552789,0.101587797,0.18141486,7.123787984
baseline,"(70, 150, 2, 0.2, -2, -0.2)",362.3714286,0.512547989,186.5428571,0.516002018,0.000569757,0.019362755,-0.092580523,0.000565422,0.10004595,0.165781561,7.081413351
baseline,"(70, 150, 2, 0.3, -2, -0.3)",347.4,0.491371994,178.8714286,0.516213142,0.000560731,0.019320671,-0.092455274,0.000570097,0.098366822,0.143119365,7.167279821
baseline,"(70, 150, 2, 0.4, -2, -0.4)",332.4714286,0.470256617,171.1428571,0.516237988,0.000548514,0.019376942,-0.092420579,0.000545388,0.09801352,0.143992274,7.198937624
baseline,"(70, 150, 2, 0.5, -2, -0.5)",316.7857143,0.448070317,163.3428571,0.517173459,0.000567698,0.019485563,-0.092320946,0.000602982,0.09759646,0.132447115,7.207200708
baseline,"(70, 200, 2, 0, -2, 0)",353.2,0.581878089,181.4857143,0.515788519,0.000802488,0.02020323,-0.095791344,0.000566236,0.111003759,0.414380645,8.937800559
baseline,"(70, 200, 2, 0.1, -2, -0.1)",342.0142857,0.563450224,175.7,0.515649983,0.000786175,0.02021696,-0.094280717,0.000560447,0.110935498,0.421296229,8.872816063
baseline,"(70, 200, 2, 0.2, -2, -0.2)",329.1,0.542174629,169.2142857,0.516339576,0.000793365,0.020108564,-0.092933257,0.000576488,0.106932503,0.374716095,8.159019403
baseline,"(70, 200, 2, 0.3, -2, -0.3)",315.6285714,0.519981172,162.7142857,0.51774712,0.000806547,0.019956909,-0.090529753,0.000658276,0.104054063,0.37918439,7.433156785
baseline,"(70, 200, 2, 0.4, -2, -0.4)",301.7142857,0.497058131,155.3857143,0.517328006,0.000770334,0.019976143,-0.090529753,0.000643388,0.102867684,0.357971531,7.555345799
baseline,"(70, 200, 2, 0.5, -2, -0.5)",290.0428571,0.477830078,149.2571429,0.516635209,0.000774288,0.020008166,-0.089526152,0.000636729,0.102759717,0.384439297,7.655083994
baseline,"(80, 50, 2, 0, -2, 0)",430.6875,0.474848401,223.075,0.518898525,0.001143478,0.020358071,-0.096184371,0.000687657,0.128023912,0.650884838,9.000680723
baseline,"(80, 50, 2, 0.1, -2, -0.1)",416.125,0.458792723,215.4125,0.51860253,0.00112902,0.020393217,-0.096114352,0.000649803,0.126279168,0.637212986,8.901429566
baseline,"(80, 50, 2, 0.2, -2, -0.2)",398.875,0.43977398,206.3375,0.518275689,0.001129125,0.020484267,-0.095652005,0.000656855,0.126279168,0.651358091,9.06841796
baseline,"(80, 50, 2, 0.3, -2, -0.3)",379.6125,0.418536384,196.375,0.518472517,0.001156644,0.020566113,-0.095402139,0.000642327,0.124895738,0.639486848,9.021455608
baseline,"(80, 50, 2, 0.4, -2, -0.4)",361.425,0.398484013,186.85,0.518215646,0.001158201,0.020569564,-0.093815327,0.000625321,0.123416153,0.636334971,8.830391128
baseline,"(80, 50, 2, 0.5, -2, -0.5)",341.55,0.376571114,176.95,0.519507957,0.001184855,0.020594565,-0.092047874,0.000685589,0.120763719,0.644912474,8.80074356
baseline,"(80, 150, 2, 0, -2, 0)",390.1375,0.551821075,200.1875,0.513819529,0.000567449,0.019640675,-0.097177573,0.000457485,0.104761553,0.208975066,7.254683006
baseline,"(80, 150, 2, 0.1, -2, -0.1)",375.2,0.530693069,192.8,0.514950174,0.000623552,0.01972327,-0.096059799,0.000500353,0.104384642,0.222572564,7.219878807
baseline,"(80, 150, 2, 0.2, -2, -0.2)",359.7875,0.508893211,184.7625,0.514555027,0.00060994,0.019699161,-0.095027933,0.000514651,0.102403392,0.197378385,7.110274607
baseline,"(80, 150, 2, 0.3, -2, -0.3)",346.1125,0.489550919,177.65,0.514423348,0.000590972,0.019665439,-0.09491834,0.000507658,0.100934155,0.177683329,7.205104043
baseline,"(80, 150, 2, 0.4, -2, -0.4)",329.775,0.466442716,169.3125,0.514643274,0.000608547,0.019701358,-0.094887982,0.000490582,0.100625015,0.184838997,7.298605372
baseline,"(80, 150, 2, 0.5, -2, -0.5)",314.3875,0.444678218,161.6,0.515300132,0.000623307,0.019779337,-0.093785596,0.000540514,0.100260088,0.185614856,7.297485323
baseline,"(80, 200, 2, 0, -2, 0)",350.175,0.576894563,179.75,0.515252133,0.000829729,0.020494858,-0.096245493,0.000518911,0.112391331,0.433769246,8.931084184
baseline,"(80, 200, 2, 0.1, -2, -0.1)",338.925,0.558360791,173.9125,0.515039818,0.000818773,0.020516932,-0.094923694,0.000522577,0.112331602,0.438945937,8.878922826
baseline,"(80, 200, 2, 0.2, -2, -0.2)",326.425,0.53776771,167.7,0.515812629,0.000854483,0.020393426,-0.093059038,0.000550992,0.108828982,0.4195595,8.241125237
baseline,"(80, 200, 2, 0.3, -2, -0.3)",312.6125,0.515012356,161.05,0.517411759,0.000867836,0.020267744,-0.090955972,0.000629494,0.106310347,0.422924,7.631862586
baseline,"(80, 200, 2, 0.4, -2, -0.4)",299.4125,0.493266063,154.0625,0.516875386,0.000827867,0.02023367,-0.090202106,0.000609025,0.104473743,0.397235806,7.639777364
baseline,"(80, 200, 2, 0.5, -2, -0.5)",287.9875,0.474443987,148.1,0.516390842,0.000836052,0.020285395,-0.089323955,0.000606547,0.104379272,0.420675927,7.718766488
baseline,"(90, 50, 2, 0, -2, 0)",429.4222222,0.473453387,222.1555556,0.518347077,0.001119989,0.020303703,-0.094481855,0.000657836,0.127031234,0.659319261,8.786103028
baseline,"(90, 50, 2, 0.1, -2, -0.1)",414.5333333,0.457037854,214.3555556,0.51814121,0.001110997,0.020348836,-0.094419615,0.00062749,0.12548035,0.648366586,8.698151412
baseline,"(90, 50, 2, 0.2, -2, -0.2)",396.7444444,0.437424966,205.2555556,0.518431718,0.001122607,0.020430732,-0.093685541,0.000653674,0.12548035,0.665165253,8.869975554
baseline,"(90, 50, 2, 0.3, -2, -0.3)",378.0444444,0.416807546,195.5444444,0.518496245,0.001153611,0.020479948,-0.093463438,0.000637641,0.124250634,0.665149786,8.940612844
baseline,"(90, 50, 2, 0.4, -2, -0.4)",359.6555556,0.396533137,185.9777778,0.518445156,0.001169388,0.020464995,-0.09190708,0.000630011,0.122906514,0.665555638,8.780545407
baseline,"(90, 50, 2, 0.5, -2, -0.5)",339.7666667,0.374604925,176.1222222,0.519873996,0.001196877,0.020503844,-0.090061705,0.000687238,0.120548795,0.678828442,8.741193502
baseline,"(90, 150, 2, 0, -2, 0)",395.7888889,0.559814553,202.6444444,0.512777842,0.000550973,0.01976529,-0.097247692,0.000424041,0.106922528,0.22044951,7.315535863
baseline,"(90, 150, 2, 0.1, -2, -0.1)",380.9777778,0.538865315,195.2777778,0.513692493,0.000610944,0.019774526,-0.095704995,0.00045771,0.10598646,0.237077002,7.258396579
baseline,"(90, 150, 2, 0.2, -2, -0.2)",364.9333333,0.516171617,186.9,0.51325237,0.000598289,0.019767134,-0.094787781,0.00047392,0.104225349,0.213481325,7.157726698
baseline,"(90, 150, 2, 0.3, -2, -0.3)",350.7111111,0.49605532,179.5111111,0.513058712,0.000594871,0.01975131,-0.094690365,0.000465552,0.10291936,0.203055045,7.278509317
baseline,"(90, 150, 2, 0.4, -2, -0.4)",334.2333333,0.472748703,171.1666667,0.513403952,0.000622811,0.01978794,-0.09466338,0.00045232,0.102644569,0.21388845,7.374466714
baseline,"(90, 150, 2, 0.5, -2, -0.5)",317.7777778,0.449473519,163,0.514163566,0.000651067,0.019840908,-0.092930519,0.000492859,0.10232019,0.22386773,7.353092997
baseline,"(90, 200, 2, 0, -2, 0)",352.8888889,0.58136555,181.1666667,0.515259042,0.000826772,0.020578757,-0.096662674,0.000510489,0.111881881,0.389000652,8.687177096
baseline,"(90, 200, 2, 0.1, -2, -0.1)",342.4555556,0.564177192,175.7666667,0.51507972,0.000815313,0.020577077,-0.095487742,0.000515477,0.110886149,0.381619251,8.55320906
baseline,"(90, 200, 2, 0.2, -2, -0.2)",329.4888889,0.542815303,169.3444444,0.515895757,0.000852524,0.02046164,-0.093586772,0.000547793,0.107772709,0.370637319,7.981885368
baseline,"(90, 200, 2, 0.3, -2, -0.3)",314.1,0.517462932,162.0888889,0.518118907,0.000906277,0.020367076,-0.091498503,0.000658085,0.105533922,0.383172511,7.392602937
baseline,"(90, 200, 2, 0.4, -2, -0.4)",301.5333333,0.496760022,155.4444444,0.517700476,0.000869386,0.020333081,-0.0908284,0.00063875,0.103815342,0.354790822,7.397303166
baseline,"(90, 200, 2, 0.5, -2, -0.5)",289.9666667,0.477704558,149.4111111,0.517329974,0.0008865,0.020380125,-0.089717578,0.000644859,0.103731368,0.380426174,7.471710753
baseline,"(100, 50, 2, 0, -2, 0)",429.28,0.473296582,222.33,0.51885565,0.001129123,0.020283969,-0.09424602,0.000684091,0.125217635,0.622728775,8.532684182
baseline,"(100, 50, 2, 0.1, -2, -0.1)",414.27,0.456747519,214.44,0.51859883,0.001118779,0.020338101,-0.094190005,0.000653304,0.12382184,0.613830698,8.454264771
baseline,"(100, 50, 2, 0.2, -2, -0.2)",395.53,0.436085998,204.83,0.518922225,0.001144332,0.020415286,-0.093402334,0.000683491,0.12382184,0.633489195,8.598237264
baseline,"(100, 50, 2, 0.3, -2, -0.3)",377.32,0.41600882,195.31,0.518794296,0.00117117,0.020462928,-0.09319148,0.000668318,0.122715095,0.634484556,8.664739598
baseline,"(100, 50, 2, 0.4, -2, -0.4)",358.5,0.395259096,185.52,0.518767979,0.001178586,0.020451762,-0.091790758,0.000659022,0.120983143,0.621600767,8.478578911
baseline,"(100, 50, 2, 0.5, -2, -0.5)",338.32,0.373009923,175.55,0.520298449,0.001205528,0.020496162,-0.090049736,0.000720141,0.118861196,0.633560292,8.44104484
baseline,"(100, 150, 2, 0, -2, 0)",395.17,0.55893918,202.07,0.512009012,0.000532773,0.019979314,-0.099808294,0.000410068,0.106424086,0.181966472,7.284535249
baseline,"(100, 150, 2, 0.1, -2, -0.1)",380.41,0.538062235,194.69,0.512791067,0.000595683,0.019971429,-0.097812031,0.000438853,0.105581625,0.207848555,7.197800346
baseline,"(100, 150, 2, 0.2, -2, -0.2)",364.3,0.515275813,186.28,0.512318997,0.000582211,0.019978618,-0.096986538,0.000450256,0.103996625,0.186221595,7.115090416
baseline,"(100, 150, 2, 0.3, -2, -0.3)",350.42,0.495643564,179.11,0.512234487,0.00058518,0.019938677,-0.096069299,0.000444994,0.102821235,0.188180933,7.195821035
baseline,"(100, 150, 2, 0.4, -2, -0.4)",334.27,0.472800566,170.85,0.512303645,0.000605576,0.019982835,-0.096045013,0.000432832,0.102573923,0.199563857,7.300978167
baseline,"(100, 150, 2, 0.5, -2, -0.5)",318.35,0.450282885,162.88,0.512786579,0.000628546,0.02004622,-0.094485437,0.000459457,0.102281982,0.208982255,7.278417575
baseline,"(100, 200, 2, 0, -2, 0)",352.82,0.581252059,181.21,0.51528728,0.000818488,0.020790077,-0.099389744,0.000523701,0.110887504,0.332438077,8.494910047
baseline,"(100, 200, 2, 0.1, -2, -0.1)",342.75,0.564662273,176.01,0.515179181,0.00080514,0.020801493,-0.098332305,0.00053384,0.109991345,0.324861739,8.374005292
baseline,"(100, 200, 2, 0.2, -2, -0.2)",329.98,0.543624382,169.67,0.515949794,0.000836601,0.020716674,-0.096621432,0.00056435,0.107189249,0.315560852,7.859856239
baseline,"(100, 200, 2, 0.3, -2, -0.3)",315.2,0.519275124,162.72,0.518108187,0.000890272,0.020631751,-0.09474199,0.000668186,0.105174341,0.32762561,7.346386748
baseline,"(100, 200, 2, 0.4, -2, -0.4)",302.78,0.498813839,156.1,0.517503736,0.000853599,0.020615762,-0.094138897,0.000635198,0.103627618,0.300057574,7.352576661
baseline,"(100, 200, 2, 0.5, -2, -0.5)",291,0.479406919,150,0.517292703,0.000876503,0.020672851,-0.093081165,0.00064394,0.103552042,0.326199772,7.424688013
baseline,"(110, 50, 2, 0, -2, 0)",428.6636364,0.472617019,222.0727273,0.519043424,0.001127271,0.020361562,-0.095841599,0.000680903,0.124884942,0.605635127,8.49200137
baseline,"(110, 50, 2, 0.1, -2, -0.1)",413.7272727,0.456149143,214.2090909,0.51878892,0.001114448,0.020428176,-0.095790676,0.000651227,0.123616037,0.597391724,8.413089774
baseline,"(110, 50, 2, 0.2, -2, -0.2)",395.3,0.435832415,204.7181818,0.518997861,0.001138999,0.020492767,-0.095074612,0.000676972,0.123616037,0.614390235,8.56513075
baseline,"(110, 50, 2, 0.3, -2, -0.3)",376.9272727,0.415575824,195.2090909,0.519065928,0.001175446,0.020549919,-0.094244089,0.000671674,0.122609906,0.621329492,8.611840801
baseline,"(110, 50, 2, 0.4, -2, -0.4)",358.3454545,0.395088704,185.4727273,0.518801958,0.001167768,0.020527053,-0.092970705,0.000653428,0.121021628,0.603063996,8.440242758
baseline,"(110, 50, 2, 0.5, -2, -0.5)",338.1909091,0.372867595,175.4272727,0.520076344,0.001183929,0.020553754,-0.091387958,0.000701874,0.118795709,0.604712651,8.405377605
baseline,"(110, 150, 2, 0, -2, 0)",391.7545455,0.554108268,200.6272727,0.513116165,0.000562519,0.01999732,-0.100072321,0.000449748,0.105290913,0.149814295,7.154153555
baseline,"(110, 150, 2, 0.1, -2, -0.1)",377.2545455,0.533599074,193.3818182,0.513977666,0.000627051,0.019998189,-0.098257535,0.000478511,0.104525039,0.173912149,7.069811425
baseline,"(110, 150, 2, 0.2, -2, -0.2)",361.0727273,0.510711071,184.9363636,0.513541936,0.000610191,0.020008083,-0.097507087,0.000490142,0.102996216,0.15164097,6.999896963
baseline,"(110, 150, 2, 0.3, -2, -0.3)",346.8545455,0.490600489,177.6090909,0.513496255,0.000619494,0.019953297,-0.096277307,0.000490229,0.101821167,0.157566888,7.053696261
baseline,"(110, 150, 2, 0.4, -2, -0.4)",331.4,0.46874116,169.6272727,0.513362789,0.000631488,0.019993581,-0.096255229,0.000472918,0.101394207,0.165505595,7.154114786
baseline,"(110, 150, 2, 0.5, -2, -0.5)",315.7636364,0.446624662,161.8818182,0.514112811,0.000661302,0.020043047,-0.094185588,0.00050289,0.101041155,0.183657737,7.074932162
baseline,"(110, 200, 2, 0, -2, 0)",350.9363636,0.578148869,180.3818182,0.51602931,0.00083554,0.020804142,-0.099296775,0.000538586,0.109147829,0.298924494,8.179251409
baseline,"(110, 200, 2, 0.1, -2, -0.1)",338.8090909,0.558169837,174.2818182,0.516501118,0.00083876,0.020828426,-0.098295338,0.000568373,0.108150569,0.289698346,8.063042011
baseline,"(110, 200, 2, 0.2, -2, -0.2)",325.6181818,0.53643852,167.7090909,0.517317214,0.000868066,0.020783111,-0.096739999,0.000595967,0.105603209,0.282086504,7.589442046
baseline,"(110, 200, 2, 0.3, -2, -0.3)",311.2181818,0.512715291,160.9363636,0.519450213,0.000920869,0.020716157,-0.095031252,0.000700236,0.103771475,0.292428234,7.122920034
baseline,"(110, 200, 2, 0.4, -2, -0.4)",298.8545455,0.492346862,154.3545455,0.51883734,0.000881003,0.02067909,-0.094482985,0.000669695,0.1022825,0.263090117,7.1601657
baseline,"(110, 200, 2, 0.5, -2, -0.5)",287.4818182,0.473610903,148.4636364,0.518576646,0.000896546,0.020735011,-0.093521411,0.000674722,0.102213794,0.286093477,7.230942656
baseline,"(120, 50, 2, 0, -2, 0)",431.275,0.475496141,223.325,0.518839104,0.001139675,0.020341356,-0.095173177,0.000681022,0.125261602,0.625479353,8.515121946
baseline,"(120, 50, 2, 0.1, -2, -0.1)",416.075,0.458737596,215.2,0.51826688,0.001124239,0.020409565,-0.095126498,0.000643525,0.124042504,0.617895366,8.441150441
baseline,"(120, 50, 2, 0.2, -2, -0.2)",397.4416667,0.438193679,205.6416667,0.518525399,0.001148137,0.020481362,-0.094419132,0.000667797,0.124042504,0.634687303,8.588635717
baseline,"(120, 50, 2, 0.3, -2, -0.3)",379.1333333,0.418008085,196.2916667,0.518898615,0.001188802,0.020547865,-0.09365782,0.000667476,0.123120218,0.640940388,8.626593911
baseline,"(120, 50, 2, 0.4, -2, -0.4)",360.2083333,0.397142595,186.425,0.518691969,0.001183738,0.020536233,-0.092490551,0.000656012,0.121664296,0.624448989,8.474267293
baseline,"(120, 50, 2, 0.5, -2, -0.5)",339.2083333,0.373989342,175.9833333,0.520079092,0.001208605,0.020577398,-0.0910397,0.000709166,0.119609758,0.624079059,8.426826454
baseline,"(120, 150, 2, 0, -2, 0)",390.1666667,0.551862329,199.45,0.512047931,0.000566304,0.020065671,-0.099981877,0.000412325,0.106370001,0.174065719,7.359450342
baseline,"(120, 150, 2, 0.1, -2, -0.1)",375.575,0.531223479,192.2,0.512977892,0.000630377,0.020059554,-0.097781472,0.000449251,0.105482019,0.199130024,7.234984954
baseline,"(120, 150, 2, 0.2, -2, -0.2)",360.0333333,0.509240924,184.1,0.512609396,0.000623413,0.020037472,-0.096585056,0.000469739,0.103633855,0.174757095,7.046403233
baseline,"(120, 150, 2, 0.3, -2, -0.3)",346.125,0.4895686,176.9666667,0.512636342,0.000632313,0.019959676,-0.094920677,0.000472188,0.102371386,0.188456477,7.032198236
baseline,"(120, 150, 2, 0.4, -2, -0.4)",330.1416667,0.466961339,168.7583333,0.512555753,0.000641645,0.020009304,-0.094900438,0.000451619,0.101980006,0.19416128,7.133827775
baseline,"(120, 150, 2, 0.5, -2, -0.5)",315.1333333,0.445733145,161.325,0.513240938,0.000669696,0.020066002,-0.093003268,0.000477458,0.101656375,0.210642742,7.058541837
baseline,"(120, 200, 2, 0, -2, 0)",349.4583333,0.575713893,179.425,0.515391025,0.000837008,0.020783776,-0.09891248,0.000518514,0.108703366,0.293818787,8.006846208
baseline,"(120, 200, 2, 0.1, -2, -0.1)",336.9416667,0.555093355,173.1416667,0.515788532,0.0008364,0.020799291,-0.097803558,0.000548702,0.10770065,0.289239002,7.877087404
baseline,"(120, 200, 2, 0.2, -2, -0.2)",323.675,0.533237232,166.525,0.51659034,0.000861851,0.020761757,-0.096377831,0.00057114,0.10523941,0.277634361,7.421732723
baseline,"(120, 200, 2, 0.3, -2, -0.3)",309.0416667,0.509129599,159.6083333,0.518637414,0.000915947,0.020698306,-0.094202367,0.000672587,0.10356032,0.299734461,7.074396681
baseline,"(120, 200, 2, 0.4, -2, -0.4)",296.6166667,0.488660077,153.1083333,0.518389586,0.000889153,0.020677458,-0.09369979,0.000685019,0.102195426,0.273505095,7.106219336
baseline,"(120, 200, 2, 0.5, -2, -0.5)",284.8333333,0.469247666,146.975,0.518060491,0.000901295,0.020739686,-0.092818347,0.00067767,0.102132446,0.294861885,7.178620603
