selected_stock,leg_stock,pvalue
PKI,ZBH,0.003640726
HSIC,NVR,0.003641137
RMD,WHR,0.00364994
ANSS,DHI,0.003712845
ADI,ROL,0.003737377
IFF,SPGI,0.003770177
TXN,WM,0.003782737
TFX,TSN,0.003841137
GPC,LEN,0.003906405
GPC,PFE,0.003909075
XRAY,ZBH,0.003986345
AME,DVA,0.004011942
PAYX,UNH,0.00401609
MTD,PNW,0.004064498
ANSS,TER,0.004065634
GPC,UPS,0.004071584
HSIC,PEP,0.004143161
INTU,XEL,0.004148183
GPC,VZ,0.004170106
MCHP,MTD,0.004217397
DHR,OMC,0.004285664
ANSS,CL,0.004299876
ADI,APH,0.004443936
GPN,MLM,0.004445524
ADI,UPS,0.00446302
HOLX,PEG,0.004561132
ANSS,SPG,0.004606288
PKI,TECH,0.004743239
LHX,PNC,0.004786489
ANSS,HSY,0.004794583
IDXX,TXN,0.004804712
DHR,TDG,0.004918375
GPC,HSY,0.004974484
ANSS,MSI,0.004979721
ANSS,COO,0.00498262
ADI,JPM,0.005114572
LHX,TFC,0.005118855
DHR,MMC,0.005150841
MTD,POOL,0.005246221
DHR,WEC,0.005312424
ANSS,PFE,0.005336579
IFF,SWK,0.005363972
ANSS,VZ,0.005365108
DHR,KLAC,0.005380621
ADI,TRV,0.005472128
DHR,INTU,0.005474922
DHR,NEE,0.005542827
ADI,INTU,0.005547161
ADI,WRB,0.005571046
IDXX,WM,0.005584542
MTD,SWK,0.005627443
ADI,D,0.005637177
RMD,SWK,0.005749934
ADI,LH,0.005755234
RMD,WTW,0.005793619
TMO,WBA,0.005816334
ADI,DHR,0.006080348
SNPS,UNH,0.00611902
PKI,XRAY,0.00623781
LHX,PAYX,0.006305194
IDXX,MLM,0.006449257
PKI,WBA,0.006568332
VTRS,WAB,0.006629499
ANSS,WY,0.006650492
ANSS,CRM,0.006655513
TFX,TYL,0.006694254
GPC,IT,0.006695711
HSIC,LOW,0.006753475
RMD,SPGI,0.006777192
RMD,TFC,0.006994765
DHR,SNPS,0.00701421
RMD,SHW,0.007203553
RMD,UPS,0.007357394
SNPS,SPGI,0.007361134
HSIC,MHK,0.00751781
DHR,XEL,0.007631965
ADI,SWK,0.007638984
ADI,CMCSA,0.00770515
IFF,RMD,0.007716049
LHX,TXN,0.007728362
IFF,TECH,0.007822485
TMO,ZBH,0.007853968
IFF,SNPS,0.007913934
MTD,WRB,0.007945859
IFF,MMC,0.008000864
PAYX,TSN,0.008026618
PAYX,WM,0.008039889
SNPS,T,0.008046071
ADI,ES,0.008100306
DHR,SWK,0.008118127
DHR,K,0.008166598
GPC,KO,0.008187929
INTU,ROL,0.008289428
IFF,TDG,0.008331872
ANSS,PARA,0.008364198
PAYX,SYK,0.008481514
PKI,UPS,0.008523828
RMD,ROP,0.008537003
ADI,BRO,0.00858781
ADI,ESS,0.008596921
INTU,SPGI,0.008607654
PKI,TMO,0.008680509
HSIC,ICE,0.008883436
ADI,LNT,0.009048383
ADI,ADP,0.009052163
SNPS,XEL,0.009119414
ADI,PGR,0.009191366
WAT,XEL,0.009279826
INTU,MDLZ,0.009296685
ANSS,TGT,0.009399136
SNPS,WEC,0.009445443
ADI,IDXX,0.009480188
ADI,CMS,0.009481866
HSIC,K,0.009504603
ADI,ALGN,0.009515029
TXN,UNH,0.009742454
IDXX,PCG,0.009941105
ANSS,KMX,0.010009428
ANSS,D,0.010025299
PAYX,SNPS,0.010091583
PKI,TFC,0.01013591
ANSS,JBHT,0.010138336
AME,EMN,0.01016174
ADI,RE,0.010253801
INTU,WAT,0.010254159
WAT,WEC,0.010440031
RMD,WFC,0.010453337
DHR,HON,0.010517708
ADI,CE,0.010520536
INTU,TRV,0.010536655
IDXX,JPM,0.010540518
ADI,WAT,0.010564151
PKI,TGT,0.010695961
MCHP,SYY,0.010896367
ANSS,BKNG,0.010896448
DHR,TER,0.011386454
IDXX,KLAC,0.011439508
IFF,WEC,0.011482463
IRM,ZBH,0.011514586
AME,WY,0.011635786
DHR,TRV,0.011702235
ANSS,YUM,0.011730319
IDXX,RSG,0.01175567
AME,PHM,0.011759152
MTD,TRV,0.011769535
DHR,GOOG,0.011772484
PKI,TMUS,0.01179488
ANSS,LKQ,0.011892368
ANSS,FITB,0.011931252
INTU,RMD,0.011973975
LHX,LRCX,0.012000784
MTD,PCG,0.012151987
IDXX,POOL,0.012168866
TFX,UNH,0.012170058
PKI,TT,0.012221099
ANSS,PHM,0.012501017
INTU,PNW,0.01252283
MCHP,UPS,0.012558261
ANSS,ES,0.012558682
PAYX,RE,0.012638065
MTD,NI,0.012650089
INTU,UDR,0.01272406
TFX,WST,0.012845924
MTD,SYY,0.012856274
MTD,SPGI,0.012864454
RMD,TGT,0.013022294
NKE,NVR,0.013245003
HOLX,NDAQ,0.013432893
ANSS,AVB,0.013476137
ANSS,TROW,0.0135134
ANSS,DFS,0.013601539
SNPS,TFC,0.013624768
PKI,SNA,0.013789154
HSIC,NWL,0.013881582
HSIC,NI,0.013890761
AME,FITB,0.013919421
ANSS,LH,0.01398686
DHR,TECH,0.014018642
HSIC,TYL,0.014111225
SNPS,SWK,0.014217117
PKI,TEL,0.014230366
HOLX,VMC,0.01426467
GPC,TJX,0.014272045
DHR,NI,0.014344641
PKI,PTC,0.014445265
PKI,USB,0.014449365
DHR,MSI,0.014531471
DHR,TFC,0.014599268
HSIC,MDLZ,0.014612225
ADI,BALL,0.014746453
IFF,OMC,0.01496868
ADI,FIS,0.014983991
GPC,RMD,0.015118931
IRM,LH,0.015155049
ADI,PNW,0.01520614
DHR,WRB,0.015260227
DHR,GOOGL,0.015354857
IRM,SPGI,0.015429675
HSIC,MCO,0.015463048
ADI,MDLZ,0.015559194
MTD,PEP,0.015583258
HSIC,LH,0.015601419
ADI,PTC,0.015674387
ANSS,IT,0.015766148
INTU,MTD,0.015830301
HSIC,MAS,0.015981835
MCHP,NDSN,0.016013196
WAT,YUM,0.016170172
INTU,MCHP,0.016191891
IFF,RE,0.01620419
ADI,WTW,0.016219748
HSIC,LEN,0.016246595
IRM,REG,0.016531176
RMD,TT,0.016592535
ADI,MTB,0.016656983
RMD,SJM,0.016665791
ANSS,BXP,0.016895869
IFF,PG,0.016946346
IRM,KLAC,0.016961876
ADI,TFC,0.016992591
TFX,XRAY,0.01701646
DHR,FRT,0.017025
PKI,SRE,0.017082221
IRM,PEG,0.017224265
ADI,PEP,0.017373295
ANSS,BF-B,0.017579486
PAYX,SYY,0.017679787
HSIC,TGT,0.017715379
PKI,RJF,0.017718573
PKI,PNC,0.017895078
GPN,TSN,0.017950426
LHX,VMC,0.018022763
LHX,RSG,0.018073972
DHR,MHK,0.018172719
GPC,WTW,0.018384705
ADI,ICE,0.018520275
RMD,TJX,0.018628435
PAYX,RSG,0.018699741
LHX,NOC,0.018702317
ADI,CPT,0.01875029
INTU,TER,0.018757674
ANSS,WAT,0.018764714
RMD,SNA,0.018768192
DHR,POOL,0.018874439
AME,SBAC,0.018943915
PAYX,PEP,0.019026631
MCHP,RJF,0.019089896
IDXX,MSFT,0.01915113
ADI,DRI,0.019152127
DHR,PNW,0.019221642
INTU,MO,0.019254329
ANSS,PG,0.019272254
ANSS,DLTR,0.019311408
HSIC,VRSN,0.019451757
AME,MTCH,0.019509304
MTD,UNH,0.019539291
DHR,WTW,0.019614437
RMD,WEC,0.019986581
ADI,TDG,0.020221818
GPC,JCI,0.020385265
LHX,MAS,0.020446128
WAT,WELL,0.020514567
IFF,INTC,0.020538062
AME,PFE,0.020716613
DHR,MMM,0.020878592
ADI,IPG,0.020972547
AME,HSY,0.021037741
TFX,VMC,0.02112672
IRM,MRK,0.021394333
ADI,WEC,0.02148061
PAYX,TMUS,0.02153948
IFF,KMB,0.021577176
HSIC,PKI,0.021634857
MTD,ROST,0.021699789
IDXX,SNPS,0.022029481
ADI,XEL,0.022056624
IFF,XRAY,0.022072999
INTU,SNPS,0.022079134
ANSS,MTB,0.022087816
TMO,WFC,0.022147414
ANSS,IP,0.022374451
ANSS,ESS,0.022410831
IRM,MSI,0.022491259
IFF,SNA,0.022636766
ANSS,SJM,0.022656237
IDXX,ITW,0.022881935
ANSS,TJX,0.022885498
GPC,MDLZ,0.022965238
RMD,TDG,0.023110831
IRM,TDG,0.0236933
IFF,STE,0.023693535
RMD,TEL,0.023732177
IDXX,INTC,0.023885611
NKE,VRSN,0.023899315
GPC,IFF,0.024014551
HSIC,TFX,0.024025229
ADI,TER,0.024177133
IFF,NI,0.024213811
HSIC,XRAY,0.024254832
GPC,JBHT,0.024295351
MTD,TER,0.024305608
HSIC,PGR,0.024314855
PAYX,VMC,0.02442812
IFF,PNW,0.024488852
PAYX,STZ,0.024542165
ADI,CAG,0.024639014
IFF,WTW,0.024726962
HSIC,TRV,0.024730153
LHX,PEG,0.024756836
ADI,COF,0.024811385
DHR,PTC,0.024965982
DHR,GL,0.024972156
AME,BF-B,0.025034578
MCHP,TFC,0.025108167
ADI,TT,0.025325417
MCHP,ROL,0.025414947
INTU,ROP,0.025501582
IFF,TFC,0.025524676
IFF,MAR,0.025554233
HSIC,LLY,0.025610533
ADI,DPZ,0.02564006
INTU,IPG,0.02564682
DHR,MAS,0.025713441
MCHP,TXN,0.025725466
IRM,LLY,0.026144162
IRM,XRAY,0.026216098
IRM,NWL,0.026268949
WAT,XRAY,0.026271843
AME,CDNS,0.026290019
INTU,ROST,0.026302204
PAYX,POOL,0.026531621
IFF,UHS,0.026600738
GPC,LH,0.026882647
DHR,RMD,0.026931706
HSIC,NKE,0.026951903
INTU,WRB,0.027028196
ANSS,MKC,0.02712528
MCHP,TECH,0.027346335
IFF,NEE,0.027461811
PKI,WHR,0.027511412
ANSS,ROK,0.027581603
MTD,TFC,0.027869356
ANSS,CMCSA,0.028190349
IFF,VRSN,0.028376971
SNPS,WAT,0.028416127
INTU,WELL,0.028422779
GPC,RJF,0.028519485
LHX,WST,0.028819834
IFF,MCO,0.028828292
AME,TROW,0.028840107
IRM,PFE,0.028848393
IFF,ROL,0.028961839
MCHP,SNPS,0.028984713
ANSS,MDLZ,0.028994618
MTD,PTC,0.029005824
MCHP,SWK,0.029071472
HSIC,TECH,0.029251621
LHX,RE,0.029286497
ANSS,SO,0.029318241
TFX,WM,0.029395373
HSIC,LYV,0.029404909
ADI,RMD,0.029528226
ADI,MMC,0.029540358
IFF,NKE,0.029556217
INTU,MMC,0.029630479
ANSS,MCO,0.029674251
ADI,COO,0.029690042
RMD,WRB,0.029699938
IDXX,TFC,0.029769064
TFX,TMUS,0.029809272
MTCH,ORCL,0.030022231
ADI,MMM,0.030253374
MTD,NVR,0.030369278
ANSS,SBUX,0.030960516
MTD,WAT,0.030978273
ANSS,DTE,0.031064475
AME,WTW,0.031120384
MTD,TXN,0.031174166
ANSS,HBAN,0.031206379
DHR,HUM,0.031259094
ADI,AEP,0.031479146
IRM,PEP,0.03155671
HSIC,SNA,0.031741621
ADI,PNC,0.031769878
INTU,PTC,0.031903069
HSIC,ZBH,0.032075482
MTD,O,0.032240321
RMD,SRE,0.032254729
AME,DISH,0.032299439
SNPS,TMUS,0.032413222
PKI,REG,0.032422909
INTU,NVR,0.03308325
DHR,NVR,0.033530288
IRM,TECH,0.033654718
IFF,XEL,0.033780731
ANSS,UDR,0.033944323
ANSS,KMB,0.033956323
GPC,WY,0.033961919
IRM,LNT,0.033971701
LHX,LMT,0.034032944
IDXX,LRCX,0.034056933
NKE,REGN,0.034097612
DHR,DUK,0.034178487
ANSS,EMN,0.034206114
IFF,UPS,0.034278347
ANSS,GPC,0.034332807
INTU,WTW,0.03435002
IRM,NEE,0.034461068
INTU,KLAC,0.034752891
HOLX,VLO,0.034818953
LHX,SYY,0.034903263
ADI,IFF,0.03499871
DHR,MO,0.035084017
DHR,UDR,0.035193779
HSIC,PEG,0.035206732
IFF,LEN,0.03537961
LHX,WM,0.035874932
MCHP,PCG,0.035975846
INTU,O,0.036138913
IRM,MCO,0.036528855
INTU,LEN,0.036615106
ANSS,FRT,0.036741534
AME,DHI,0.036755125
HSIC,OMC,0.036779455
IFF,PTC,0.036905684
INTU,PGR,0.036939035
AME,BIIB,0.037034065
HSIC,VMC,0.037068942
MCHP,PH,0.037134741
DHR,GIS,0.037138267
GPN,MAS,0.037299359
PKI,RMD,0.037307383
PKI,VLO,0.037358144
DHR,TFX,0.037441778
TMO,TMUS,0.037628761
ADI,AMT,0.037645108
AME,HBAN,0.037750836
INTU,POOL,0.037898995
DHR,RE,0.037939618
ANSS,SPGI,0.037964535
RMD,WY,0.038147197
INTU,MKC,0.03825531
ANSS,MHK,0.038360751
HSIC,WAT,0.038589885
IRM,TFC,0.038805025
IRM,MNST,0.038813268
ANSS,TFC,0.038854219
ANSS,ROP,0.038957364
GPN,MKTX,0.039071648
TXN,WST,0.039085409
LHX,UNH,0.039152342
ADI,NEE,0.039227476
GPN,TFX,0.039258279
DHR,DPZ,0.03938527
TMO,VLO,0.039573033
IRM,WELL,0.039710545
HSIC,MSI,0.039779091
HOLX,PPL,0.03978982
SNPS,UPS,0.039879641
ANSS,BMY,0.040283626
GPC,SO,0.040329223
MTD,RJF,0.040336768
DHR,VMC,0.040418504
RMD,SNPS,0.040480064
IRM,TFX,0.040537455
INTU,TECH,0.040685657
PKI,RE,0.040769065
IDXX,VMC,0.040772487
IFF,RJF,0.040782755
PAYX,PEG,0.04080077
IRM,RMD,0.040816056
IRM,SHW,0.040837572
SNPS,TECH,0.041183241
DHR,LYV,0.041236584
GPC,MCO,0.041250226
ADI,MO,0.041263547
ADI,ROST,0.041283076
GPC,ROP,0.041354626
TMO,XRAY,0.041468993
ANSS,PNW,0.041686179
MCHP,PNW,0.041756639
RMD,YUM,0.04206047
SNPS,SYY,0.042114877
ANSS,UPS,0.042144184
ANSS,EQR,0.042236681
MCHP,WAT,0.042253203
IFF,KLAC,0.042368118
IFF,MTD,0.042403945
PAYX,SPGI,0.042481388
ANSS,LYV,0.042554436
INTU,PCG,0.042649602
GPN,PCG,0.043005545
DHR,PAYX,0.043055767
IRM,PHM,0.043073981
ADI,USB,0.043174377
HSIC,WBA,0.043269233
ANSS,TSCO,0.043292145
IRM,WY,0.043311363
ADI,CDNS,0.043352223
GPC,KMB,0.043496053
IDXX,WRB,0.043592329
NKE,VLO,0.04369175
IRM,LEN,0.043873214
ANSS,CHD,0.043995123
GPC,SBAC,0.044003603
IFF,LYV,0.044299353
ADI,CCI,0.044370341
ANSS,OMC,0.044459315
NKE,SPGI,0.044472623
IFF,TT,0.044584242
ADI,DUK,0.044636617
IRM,VMC,0.04466643
HSIC,PHM,0.044698152
GPC,MSI,0.044776545
SNPS,TRV,0.044901517
SNPS,TXN,0.0449324
ANSS,SRE,0.044950631
TMO,WHR,0.045104013
ANSS,WEC,0.045150872
GPC,MRK,0.045321339
IFF,MA,0.045405262
RMD,USB,0.045423155
ANSS,VLO,0.045430334
DHR,RJF,0.045557948
ADI,PH,0.045569103
HSIC,TFC,0.04585343
ADI,IEX,0.045871429
IRM,MLM,0.045910947
DHR,MCO,0.046127792
HSIC,RMD,0.046129592
AME,MSI,0.046177998
GPC,TER,0.046391333
ANSS,DVA,0.046545747
ANSS,PRU,0.046576301
IRM,MAS,0.046651367
ANSS,SBAC,0.04689664
AME,PODD,0.047101734
MCHP,UNH,0.047164672
RMD,STE,0.047365903
MTD,TECH,0.047559049
IRM,MMC,0.047611051
TMO,VMC,0.047710092
IFF,SJM,0.047772201
DHR,MA,0.047800723
IRM,T,0.047836924
ADI,SPGI,0.047897918
MTD,PAYX,0.047943378
INTU,RJF,0.048049731
IRM,WTW,0.048068449
ADI,ROP,0.0481284
ANSS,SWK,0.048322023
TFX,WEC,0.048388329
TFX,TXN,0.048649443
PAYX,TAP,0.04865025
IRM,SNPS,0.048850981
DHR,PNC,0.048871461
IRM,MHK,0.048942176
HSIC,SHW,0.048952989
ADI,TECH,0.048960326
RMD,TYL,0.049030402
DHR,EIX,0.049077802
DHR,JNJ,0.049179987
AME,PARA,0.049378576
AME,MCO,0.049408381
DHR,TGT,0.049438887
DHR,ITW,0.049441185
GPC,LKQ,0.049475897
MCHP,PEP,0.049613318
IRM,WRB,0.049631191
ANSS,PCAR,0.049638429
IFF,SBUX,0.049643124
LHX,NFLX,0.049644226
IDXX,UNH,0.04967154
INTU,MSI,0.049688098
RMD,TER,0.049695522
DHR,ROL,0.049867063
MTD,VMC,0.049883702
